,Beach,Beach Latitude,Beach Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
52,Punta Cocles,9.656494300000002,-82.74456540000001,Om Yoga,9.653783028488219,-82.74123859835541,Athletics & Sports
53,Playa Gandoca,10.22029465,-85.83779722405043,Gregorio's Bar Y Restaurante,10.223865220816753,-85.8356483951206,Restaurant
54,Playa Gandoca,10.22029465,-85.83779722405043,Gregorios,10.224044598797798,-85.83577838761745,Bar
55,Playa Gandoca,10.23829465,-85.83779722405043,JW Marriot Room 229,10.239819,-85.83801,Hotel
56,Playa Gandoca,10.23829465,-85.83779722405043,Beachwalk,10.238196,-85.835008,Hotel
57,Playa Gandoca,10.23829465,-85.83779722405043,Pizzeria Casa Fina,10.237069,-85.833514,Pizza Place
58,Playa Gandoca,10.22929465,-85.82879722405043,Restaurante Blu Playa Avellanas,10.22851,-85.83125,Restaurant
59,Playa Gandoca,10.22929465,-85.82879722405043,il Rustico,10.229713,-85.831414,Italian Restaurant
60,Playa Gandoca,10.22929465,-85.82879722405043,bali house,10.23058032989502,-85.82640838623047,Resort
61,Playa Gandoca,10.22929465,-85.82879722405043,Villas Bella Joya,10.230996,-85.825351,Hotel
62,Playa Gandoca,10.22929465,-85.82879722405043,Casa Aguinaldo,10.231361,-85.824894,Vacation Rental
63,Playa Manzanillo,9.63376115,-82.65735846713483,Playa Manzanillo,9.632968650906243,-82.65755629064424,Beach
64,Playa Manzanillo,9.63376115,-82.65735846713483,Cool and Calm,9.631811901068694,-82.66057309182388,Caribbean Restaurant
65,Playa Manzanillo,9.63376115,-82.65735846713483,Parque Nacional Gandoca Manzanillo,9.635475975098974,-82.6532312724162,Surf Spot
66,Playa Manzanillo,9.63376115,-82.65735846713483,Maxi's,9.632796991101317,-82.65797916593718,Caribbean Restaurant
67,Playa Manzanillo,9.63376115,-82.65735846713483,Soda Mima,9.632386442776328,-82.65790438991507,Restaurant
68,Playa Manzanillo,9.63376115,-82.65735846713483,Soda La Playa,9.632346941186569,-82.65807316467807,Breakfast Spot
69,Playa Manzanillo,9.88235155,-85.56744056669986,Playa Buena Vista,9.880070965077827,-85.56490621623891,Beach
70,Playa Manzanillo,9.88235155,-85.56744056669986,"El Castillo, Buena Vista Beach Hostel",9.880543,-85.567907,Hostel
71,Playa Manzanillo,9.88235155,-85.56744056669986,Flying Cocodrile,9.884656970700794,-85.56542382067131,Hotel
72,Playa Manzanillo,9.88235155,-85.56744056669986,Picasso House,9.884491,-85.564802,Vacation Rental
73,Playa Moín,10.0098609,-83.06345966834189,Quimbamba,10.010374023796611,-83.06401580143783,Caribbean Restaurant
74,Playa Moín,10.0098609,-83.06345966834189,Restaurante Cocorí,10.008688006590136,-83.06125319921588,Caribbean Restaurant
75,Playa Moín,10.0098609,-83.06345966834189,Playa Bonita,10.00972658824152,-83.06382538128922,Beach
76,Playa Moín,10.0098609,-83.06345966834189,Hotel Playa Bonita,10.008680346072413,-83.06126911935334,Bed & Breakfast
77,Playa Moín,10.0098609,-83.06345966834189,Cocorí Bar Restaurant,10.008747033454899,-83.06129257276865,Caribbean Restaurant
78,Playa Moín,10.0098609,-83.06345966834189,Junitos,10.010976,-83.063887,Caribbean Restaurant
79,Playa Moín,10.0098609,-83.06345966834189,Reina's,10.009710349759548,-83.0638384161517,Seafood Restaurant
80,Playa Negra (Puerto Viejo),8.51584085,-83.13636745062689,Sol Y Mar,8.519452,-83.1380895527337,Restaurant
81,Playa Negra (Puerto Viejo),8.51584085,-83.13636745062689,Cabinas Sol y Mar,8.519858522313317,-83.13804570671184,Bed & Breakfast
82,Playa Negra (Cahuita),9.7406696,-82.8504235,Atlantida Lodge Pool Bar,9.740678088497956,-82.84946408728887,Hotel Bar
83,Playa Negra (Cahuita),9.7406696,-82.8504235,Reggae Bar,9.742270646079767,-82.85119290034085,Caribbean Restaurant
84,Playa Negra (Cahuita),9.7406696,-82.8504235,Playa Negra,9.741811227946103,-82.85103407442334,Beach
85,Playa Negra (Cahuita),9.7406696,-82.8504235,Restaurant Sobre las Olas,9.74040448501858,-82.84673106039578,Caribbean Restaurant
86,Playa Negra (Cahuita),9.7406696,-82.8504235,Nirvana Lodge,9.740848093274481,-82.8522142480972,Bed & Breakfast
87,Playa Negra (Cahuita),9.7406696,-82.8504235,Playa Negra Guesthouse,9.741443133863497,-82.85047660288102,Hotel
88,Playa Negra (Cahuita),9.7406696,-82.8504235,Atlantida Lodge,9.740519797000836,-82.84951942392946,Hotel
89,Playa Negra (Cahuita),10.392501300000001,-85.8055420204737,W Fit,10.396417,-85.806679,Gym / Fitness Center
90,Playa Negra (Cahuita),10.392501300000001,-85.8055420204737,Condominio El Carao (Conchal),10.39393116973971,-85.80140416611128,Resort
91,Playa Negra (Cahuita),10.401501300000001,-85.8145420204737,Playa Puerto Viejo,10.399514611004609,-85.81424524135969,Beach
92,Playa Negra (Cahuita),10.401501300000001,-85.8145420204737,Bahia Conchal,10.403569,-85.815771,Beach
93,Playa Negra (Cahuita),10.401501300000001,-85.7965420204737,Papaya Restaurant,10.404136211520575,-85.79623307760689,Restaurant
94,Playa Negra (Cahuita),10.401501300000001,-85.7965420204737,The Westin Resort & Spa,10.398626293107704,-85.7946628475097,Hotel
95,Playa Negra (Cahuita),10.401501300000001,-85.7965420204737,Conchal Hotel,10.404121232592166,-85.79626076697197,Hotel
96,Playa Negra (Cahuita),10.401501300000001,-85.7965420204737,Hotel Nany,10.405369801585593,-85.79510743023896,Hotel
97,Playa Negra (Cahuita),10.401501300000001,-85.7965420204737,Comedor de Danilo,10.400788074691741,-85.79512505480545,Restaurant
98,Playa Negra (Cahuita),10.401501300000001,-85.7965420204737,Paradisus Playa Conchal,10.404086192699316,-85.79634591280801,Hotel
99,Playa Negra (Cahuita),10.401501300000001,-85.7965420204737,Il Forno Pizzeria,10.404970352509205,-85.7963763128336,Pizza Place
100,Playa Negra (Cahuita),10.401501300000001,-85.7965420204737,Super Lopez,10.40552397187634,-85.7954853109318,Convenience Store
101,Playa Negra (Cahuita),10.401501300000001,-85.7965420204737,Ojos Azules,10.405841826860666,-85.79635084186059,Hotel
102,Playa Negra (Cahuita),10.401501300000001,-85.7965420204737,Pollo Tropical,10.405912267363094,-85.79646599567197,Latin American Restaurant
103,Playa Pirikiki,8.51584085,-83.13636745062689,Sol Y Mar,8.519452,-83.1380895527337,Restaurant
104,Playa Pirikiki,8.51584085,-83.13636745062689,Cabinas Sol y Mar,8.519858522313317,-83.13804570671184,Bed & Breakfast
105,Playa Pirikiki,10.64082085,-85.6539128810504,The Dive Bar,10.642115821784776,-85.65330876841969,Restaurant
106,Playa Pirikiki,10.64082085,-85.6539128810504,Chao Pescao,10.641200171756312,-85.65819862914849,Tapas Restaurant
107,Playa Pirikiki,10.64082085,-85.6539128810504,Andaz Peninsula Papagayo Resort,10.643817417276397,-85.65694022131582,Hotel
108,Playa Pirikiki,10.64082085,-85.6539128810504,Marina Papagayo,10.642111328851252,-85.65330750782286,Harbor / Marina
109,Playa Portete,9.996011300000001,-83.02794740942792,Caribbean Kalisi Cofee Shop,9.992863000451615,-83.03119882745767,Caribbean Restaurant
110,Playa Portete,9.996011300000001,-83.02794740942792,Rest. Black Star Line,9.994500477149456,-83.03083508639064,Caribbean Restaurant
111,Playa Portete,9.996011300000001,-83.02794740942792,Taylor's,9.994605404891061,-83.03062082746102,Caribbean Restaurant
112,Playa Portete,9.996011300000001,-83.02794740942792,TCBY,9.9924848281201,-83.03024706741863,Breakfast Spot
113,Playa Portete,9.996011300000001,-83.02794740942792,Bar Sol Mar,9.998912237321095,-83.02772147478274,Bar
114,Playa Portete,9.996011300000001,-83.02794740942792,Clinica Santa Teresa,9.995152290211376,-83.0291332145456,Optical Shop
115,Playa Portete,9.996011300000001,-83.02794740942792,Parque Vargas,9.992984712424938,-83.02549304336185,Park
116,Playa Portete,9.996011300000001,-83.02794740942792,Heladeria POPS,9.992431325893323,-83.02793257181385,Ice Cream Shop
117,Playa Portete,9.996011300000001,-83.02794740942792,Park Hotel,9.993790712071357,-83.02661262098086,Caribbean Restaurant
118,Playa Portete,9.996011300000001,-83.02794740942792,Bar Tsunami,9.993627664545338,-83.02648701719714,Bar
119,Playa Portete,9.996011300000001,-83.02794740942792,El Crucero Coffee Shop,9.992031902457404,-83.0258927772326,Breakfast Spot
120,Playa Portete,9.996011300000001,-83.02794740942792,Mercado De Limon,9.99286844218548,-83.02866640267663,Department Store
121,Playa Portete,9.996011300000001,-83.02794740942792,Limon Centro,9.9926320047294,-83.0306018145923,City
122,Playa Portete,9.996011300000001,-83.02794740942792,Boulevard de Limón,9.992561699259808,-83.02751771669749,Park
123,Playa Portete,9.996011300000001,-83.02794740942792,Pollo Campero,9.99257396382237,-83.03083336288535,Fried Chicken Joint
124,Playa Portete,9.996011300000001,-83.02794740942792,Video Cariari,9.99241620424244,-83.03028176777562,Video Store
125,Playa Portete,10.3318249,-85.8450412,Rip Jack Grill & Hotel,10.333900178047639,-85.84661095450355,Hotel
126,Playa Portete,10.3318249,-85.8450412,Hotel &  Rest. La Marejada,10.333951179978097,-85.84621673343928,Hotel
127,Playa Portete,10.3318249,-85.8450412,Taco Star Playa Grande,10.334449163344395,-85.84813120450437,Taco Place
128,Playa Portete,10.3318249,-85.8450412,Hotel Las Tortugas,10.334562885217222,-85.8483029717738,Hostel
129,Playa Portete,10.349824900000002,-85.8450412,Hotel Flor y Bambu,10.3476045513399,-85.84347236969046,Campground
130,Playa Portete,10.340824900000001,-85.8540412,Villa Olivia,10.337963992343917,-85.85146011822935,Resort
131,Playa Puerto Vargas,8.51584085,-83.13636745062689,Sol Y Mar,8.519452,-83.1380895527337,Restaurant
132,Playa Puerto Vargas,8.51584085,-83.13636745062689,Cabinas Sol y Mar,8.519858522313317,-83.13804570671184,Bed & Breakfast
133,Playas Tortuguero,10.54226145,-83.50171995870858,Budda Café,10.541860586025592,-83.50368587627125,Caribbean Restaurant
134,Playas Tortuguero,10.54226145,-83.50171995870858,Aracari Garden Hostel,10.540642648313902,-83.50251396172074,Hotel
135,Playas Tortuguero,10.54226145,-83.50171995870858,Fresh Foods,10.540739737810393,-83.50359695912712,Diner
136,Playas Tortuguero,10.54226145,-83.50171995870858,Playa Tortuguero,10.542295288359034,-83.5035605124002,Beach
137,Playas Tortuguero,10.54226145,-83.50171995870858,Hotel Icaco,10.539505762752771,-83.50106152561983,Hotel
138,Playas Tortuguero,10.54226145,-83.50171995870858,Miss Junies,10.544554340653262,-83.50403952485165,Bed & Breakfast
139,Playas Tortuguero,10.54226145,-83.50171995870858,Rio Chiquero,10.54184057948249,-83.50347720551702,River
140,Playas Tortuguero,10.54226145,-83.50171995870858,Playa Tortuguero,10.542088,-83.50123,Beach
141,Playas Tortuguero,10.54226145,-83.50171995870858,Miss Miriam,10.541485943681685,-83.50252437524553,Caribbean Restaurant
142,Playas Tortuguero,10.54226145,-83.50171995870858,Casa Marbella,10.542490005273441,-83.50376492231801,Hotel
143,Playas Tortuguero,10.54226145,-83.50171995870858,muelle principal de tortuguero,10.540653046632064,-83.5037219191745,Pier
144,Playas Tortuguero,10.54226145,-83.50171995870858,La Taberna,10.539672522972827,-83.50424258338418,Bar
145,Playas Tortuguero,10.471345,-85.7762625,Playa Prieta,10.46776701218907,-85.77764466830352,Beach
146,Playas Tortuguero,10.471345,-85.7762625,Villas Estival,10.467411584131534,-85.77656352639562,Resort
147,Playas Tortuguero,10.471345,-85.7762625,Sugar Beach,10.4702591283646,-85.77931639037389,Beach
148,Playas Tortuguero,10.471345,-85.7762625,Palacio Del sol CR Guanacaste,10.47115915339848,-85.77279437218489,Hotel
149,Playas Tortuguero,10.471345,-85.7762625,Bajo una Sombra,10.467910343537186,-85.77756458447824,Beach
150,Playas Tortuguero,10.471345,-85.7762625,Villas Catalina,10.475594405797015,-85.77493676646357,Beach
151,Playas Tortuguero,10.462345,-85.7672625,00:39 Heladería Italiana,10.45894736195503,-85.76733864199781,Dessert Shop
152,Playas Tortuguero,10.462345,-85.7672625,Marco Polo Pizzeria,10.459431133167413,-85.76482688542941,Italian Restaurant
153,Playas Tortuguero,10.462345,-85.7672625,Hotel Mediterraneus,10.460089603066645,-85.76535037717761,Hotel
154,Playas Tortuguero,10.462345,-85.7672625,Piazzeta San Marco,10.458998702933807,-85.76735290011071,Food Court
155,Playa Westfalia,9.93479535,-83.00343507690202,Hotel Playa Westfalia,9.93737783816148,-83.00634192344222,Hotel
156,Playa Westfalia,9.93479535,-83.00343507690202,Complejo El Pilón,9.93336382119848,-83.00268232604017,Rest Area
157,Playa Westfalia,9.93479535,-83.00343507690202,playa westfalia,9.935784327081478,-83.00473393437768,Beach
158,Playa Westfalia,9.93479535,-83.00343507690202,Antojitos Mexicanos,9.93345534022164,-83.00324376994908,Restaurant
159,Playa Westfalia,9.93479535,-83.00343507690202,Hotel Playa Westfalia,9.937409041291604,-83.00665955481135,Hotel
160,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Puerto Viejo,9.657095472149031,-82.75382205400577,City
161,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Soda Shekiná,9.654961313230373,-82.7538557026924,Caribbean Restaurant
162,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Cómo En Mi Casa (Art Cafe),9.657453980589978,-82.75492279727686,Vegetarian / Vegan Restaurant
163,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Café Viejo,9.656839553636424,-82.75433080088281,Beach Bar
164,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Bread and Chocolate,9.65639749737597,-82.75383469685941,Bakery
165,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Soda Riquísimo,9.657346416359658,-82.75386822889283,Caribbean Restaurant
166,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,La Esquina Boruca,9.65746213816973,-82.75372908326554,Pizza Place
167,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Tamara,9.657353576483862,-82.75385376900604,Caribbean Restaurant
168,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Cafe Rico,9.657149223247496,-82.75273182643168,Café
169,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Lidia's Place,9.656090435046826,-82.75217670670561,Caribbean Restaurant
170,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Jacaranda,9.655761584477109,-82.75286432585052,Bed & Breakfast
171,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Koki Beach Restaurant + Bar + Lounge,9.657601939901914,-82.75278734372147,Latin American Restaurant
172,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Hot Rocks,9.657536735043129,-82.75386808607341,Beach Bar
173,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Deelite,9.656585834213166,-82.7558421909562,Ice Cream Shop
174,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Pan Pay,9.65794945705289,-82.75496702483119,Snack Place
175,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,The Lazy Mon,9.6584347396042,-82.75206932043567,Beach Bar
176,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Supermercado Old Harbour,9.655763126848258,-82.75532418390101,Supermarket
177,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Puerto Pirata Deli,9.657784036944046,-82.75542839582327,Café
178,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Pagalú Hostel,9.65507690911635,-82.75445445689822,Hostel
179,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Dreadnut Coffee & More,9.657087968947975,-82.75552319512893,Coffee Shop
180,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Sel & Sucre,9.65581011476176,-82.75478068406518,Café
181,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Punta Uva,9.656884976104857,-82.75042491012786,Beach
182,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Outback Jack,9.656438427292837,-82.75549686200182,Bar
183,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Sabor Latino,9.656743049621582,-82.75281524658203,South American Restaurant
184,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Indalo Boutique Hotel,9.65633323228413,-82.75058281928922,Hotel
185,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Restaurant El Parquecito,9.657715225272792,-82.75343757963687,Restaurant
186,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Casa Verde,9.65728087340142,-82.75242468106116,Hotel
187,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Reggae Chill,9.657726116647066,-82.75318477337866,Beach Bar
188,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Madre Tierra,9.657542196101423,-82.75523879681235,Restaurant
189,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Puerto Viejo Beach,9.658957,-82.752032,Beach
190,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Umami hotel,9.655936,-82.75102,Hotel
191,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Reggaeland,9.657627058442852,-82.75343757963687,Smoke Shop
192,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,"Amimodo Caribe, Bar Ristorante-Pizzeria",9.659230139189281,-82.7505618421395,Italian Restaurant
193,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,De Gustibus Bakery,9.658930998935222,-82.74993526157915,Bakery
194,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Salsa Brava,9.659018153197549,-82.75117024994623,Caribbean Restaurant
195,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Joe Snack Point,9.658141166399055,-82.75198050060625,Fast Food Restaurant
196,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Mopri Restaurante,9.65833501117863,-82.75207070508436,Seafood Restaurant
197,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Flip Flop,9.657073438628778,-82.75462226714448,Sushi Restaurant
198,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Monli,9.65758387723253,-82.75318856547752,Caribbean Restaurant
199,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,El Diamante de Puerto Viejo,9.658069051693753,-82.75223711764498,Convenience Store
200,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Outback Jacks,9.656293219374543,-82.75552319512893,Australian Restaurant
201,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Nema,9.65859249211938,-82.75168629471126,Latin American Restaurant
202,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Parque Nacional Cahuita,9.654819213664545,-82.75453832917971,National Park
203,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Veronica's Places,9.656167917467965,-82.75518613032588,Vegetarian / Vegan Restaurant
204,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Hotel Pura Vida,9.655311591404407,-82.75323736037221,Hotel
205,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Johnny's Place,9.658020750305297,-82.75518545563811,Bar
206,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Mango's Bar,9.656168656523061,-82.75592701529469,Bar
207,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Maritza Bar y Rest.,9.65708422391237,-82.75542733765127,Bar
208,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Stanford's,9.65862092977601,-82.75214193755302,Beer Garden
209,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Puerto Viejo Bakery,9.65896925165484,-82.74994124674984,Bakery
210,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Puerto Viejo Hotel,9.657134207687044,-82.75332451624809,Hotel
211,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Lizard King Resort,9.658908917666668,-82.75030453654894,Hotel
212,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,El Dorado,9.657051510197208,-82.75404900295273,Caribbean Restaurant
213,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Palmer View,9.657587442697286,-82.7530057017061,Caribbean Restaurant
214,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Restaurante EZ-Times,9.657835765320911,-82.75409531237094,Pizza Place
215,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Chile Rojo,9.65708013511876,-82.75407558513548,Caribbean Restaurant
216,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Tex Mex,9.657555450184507,-82.75387654274456,Bar
217,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Coco Loco Lodge,9.65320513496804,-82.75443526930644,Hotel
218,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Mamma Mia Pizzeria,9.658739215292726,-82.75078833368715,Pizza Place
219,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Soda Las Carnitas,9.658393263816833,-82.75193631649017,Restaurant
220,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Heladeria Tentaciones,9.658427426818504,-82.75182592351537,Ice Cream Shop
221,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Crazy Lobster,9.658219181643657,-82.7522156739489,Beach Bar
222,Puerto Viejo de Talamanca,9.656494300000002,-82.75356540000001,Calalu,9.657840449421721,-82.74929249083787,Hotel
223,Punta Uva,9.6409093,-82.6863319,Playa Arrecife,9.640540357670346,-82.69019786812422,Surf Spot
